Name,Name clean,Name clean Global,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
Nomura Asset Management,nomura asset management,nomura asset management,GCAP25236,https://global.nomura-am.co.jp/,,Japan,Asia-Pacific Group,,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Nordea Investment Funds,nordea investment funds,nordea investment funds,GCAP24104,https://www.nordeafunds.com/en,,Sweden,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
northern light srl,northern light,northern light,,http://nlcomp.tech,,Italy,Western European and Others Group (WEOG),,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NOSY Creative Agency,nosy creative agency,nosy creative agency,,https://nosy.agency/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Notpla Limited,notpla,notpla,,https://www.notpla.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Research and development,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Oakham Wealth Management Ltd,oakham wealth management,oakham wealth management,GCAP21754,https://oakhamwealth.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,
Oban International,oban,oban,,https://obaninternational.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Oldfield Partners,oldfield partners,oldfield partners,,https://www.oldfieldpartners.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,"£2,700,000,000.00",,,,,,Mar-24,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Once Upon Publishing AB,once upon publishing,once upon publishing,,https://onceupon.photo/,,Sweden,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
One World Reforestation Services,one world reforestation services,one world reforestation services,,http://www.oneworldreforestation.org,,Australia,Western European and Others Group (WEOG),,,SME,Repair household goods,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
OP Asset Management,op asset management,asset management,GCAP25237,https://www.op.fi/private-customers/savings-and-investments/op-asset-management,,Finland,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Open Systems Lab,open systems lab,open systems lab,,http://www.opensystemslab.io,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Optimal Living (Kent) Ltd.,optimal living kent,optimal living kent,,http://www.optimal-living.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health and social work,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Opus International Products Limited,opus products,opus products,,http://www.opusproducts.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Orchard Street Investment Management,orchard street investment management,orchard street investment management,GCAP25238,https://www.orchard-street.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Oscar Limited,oscar,oscar,,https://oscarsdg.com/,,United Arab Emirates,Asia-Pacific Group,,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Oxford nanoSystems Ltd,oxford nanosystems,oxford nanosystems,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Research and development,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Papla,papla,papla,,http://www.papla.in,,India,Asia-Pacific Group,,,SME,Other manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PAR BUILD LTD,par build,par build,,http://www.parbuild.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Paraná (city),paraná city,paraná city,,,,Argentina,Latin American and Caribbean Group (GRULAC),,,City,,,,,,,,Jul-24,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
Park Your Truck,park your truck,your truck,,http://www.park-your-truck.com,,Germany,Western European and Others Group (WEOG),,,SME,Warehousing and support activities for transportation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Particle LLC,particle,particle,,,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Paul Kuniholm,paul kuniholm,paul kuniholm,,http://www.paulkuniholm.com,,United States of America,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pendragon International Media Ltd,pendragon media,pendragon media,,http://www.pendragonim.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
peritus health management,peritus health management,peritus health management,,http://www.peritushealth.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health and social work,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Phillips Brothers,phillips brothers,phillips brothers,,https://www.phillipsbrothers.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Wood and straw products manufacturing not furniture,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pictet Group,pictet,pictet,GCAP25239,https://www.pictet.com/us/en,,Switzerland,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,
PineBridge Investment,pinebridge investment,pinebridge investment,GCAP25240,https://www.pinebridge.com/en/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Plain Tiger,plain tiger,plain tiger,,,,United Arab Emirates,Asia-Pacific Group,,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Planet Earth Ventures,planet earth ventures,planet earth ventures,,http://www.planetearthventures.co,,Australia,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Planned Link Ltd,planned link,planned link,,https://www.plannedlink.io,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Plugreen,plugreen,plugreen,,http://WWW.PLUGREEN.CO,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Land transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pocket App LTD,pocket app,pocket app,,https://www.pocketapp.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Polymer Capital Management,polymer capital management,polymer capital management,GCAP25241,https://www.polymercapital.com/,,China,Asia-Pacific Group,,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Polytol Paints & Adhesives Man Co Ltd,polytol paints adhesives man,polytol paints adhesives man,,,,Mauritius,African Group,,,SME,Research and development,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pontus testar,pontus testar,pontus testar,,,,Sweden,Western European and Others Group (WEOG),,,SME,Financial actor not insurance and pension,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Portable,portable,portable,,http://www.portable.com.au,,Australia,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Porteous Groundworks Ltd,porteous groundworks,porteous groundworks,,https://pg-ltd.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Positive Impact Digital,positive impact digital,positive impact digital,GCAP30489,http://www.positiveimpactdigital.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Power Engineering,power engineering,engineering,,,,India,Asia-Pacific Group,,,SME,Electrical machinery and apparaturs manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PPS Newcastle Ltd,pps newcastle,pps newcastle,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Praana Power Pvt Ltd,praana power,praana,,http://www.praanapower.com,,India,Asia-Pacific Group,,,SME,Research and development,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Presto Coffee Roasters,presto coffee roasters,presto coffee roasters,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Primrose Hill Therapist,primrose hill therapist,primrose hill therapist,,https://www.primrosehilltherapist.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health and social work,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PRO Carbon,pro carbon,pro carbon,,,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Project Group,project,project,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Project Leaders' Coach,project leaders' coach,project leaders' coach,,http://www.projectleaders.coach,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Psychology Works Global,psychology works global,psychology works global,,"http://www,psychologyworks.global",,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Punarbhavaa Sustainable Products,punarbhavaa sustainable products,punarbhavaa sustainable products,,http://www.pspindia.net,,India,Asia-Pacific Group,,,SME,Paper and paper products manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Purevant Living LLC,purevant living,purevant living,GCAP22055,,,United States of America,Western European and Others Group (WEOG),,,Company,No sector specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pzena Investment Management,pzena investment management,pzena investment management,,https://www.pzena.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,£42.00,,,,,,Mar-24,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Qdot Technology,qdot technology,qdot technology,,http://www.qdot.tech,,United Kingdom,Western European and Others Group (WEOG),,,SME,Air transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
QTV,qtv,qtv,,https://qtv.media/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Telecommunication,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Quatreus Limited,quatreus,quatreus,,https://www.quatreus.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Quess IT Staffing,quess it staffing,quess it staffing,,,,India,Asia-Pacific Group,,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Quest for Adventure,quest for adventure,quest adventure,,https://www.questforadventure.net/,,United Arab Emirates,Asia-Pacific Group,,,SME,Education,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Quinbrook Infrastructure Partners,quinbrook infrastructure partners,quinbrook infrastructure partners,GCAP21130,https://www.quinbrook.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,
Quoniam Asset Management,quoniam asset management,quoniam asset management,GCAP25242,,,Germany,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Raw Clay,raw clay,raw clay,,http://www.rawclay.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
RDF Group,rdf,rdf,,http://rdfgroup.co,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Reachal Ltd,reachal,reachal,,http://www.reachal.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Reaction Engines,reaction engines,reaction engines,,https://reactionengines.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Air transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Reactive Technolgies,reactive technolgies,reactive technolgies,,https://reactive-technologies.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rebooz Technology Limited,rebooz technology,rebooz technology,,http://www.rebooz.ae,,United Arab Emirates,Asia-Pacific Group,,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
RECOLECC,recolecc,recolecc,,https://recolecc.com.pe/,,Peru,Latin American and Caribbean Group (GRULAC),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Redefine Group (Pty) Ltd,redefine,redefine,,http://www.theredefinegroup.com,,South Africa,African Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
RedPepper Mergers,redpepper mergers,redpepper mergers,,http://www.redpeppermergers.com,,Australia,Western European and Others Group (WEOG),,,SME,Financial actor not insurance and pension,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Regency Limo DMCC,regency limo dmcc,regency limo dmcc,,https://www.regencydmcc.com/,,United Arab Emirates,Asia-Pacific Group,,,SME,Land transport,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Relovable Pets,relovable pets,relovable pets,,https://www.relovablepets.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Repenso,repenso,repenso,,,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Revstance,revstance,revstance,,,,United Kingdom,Western European and Others Group (WEOG),,,Company,Retail and wholesale,,,,,,,Jul-24,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
Rhiw Goch holiday lets,rhiw goch holiday lets,rhiw goch holiday lets,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Ridgewood,ridgewood,ridgewood,GCAP21138,https://www.ridgewoodnj.net/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Rise Beyond Ltd,rise beyond,rise beyond,,http://www.risebeyond.org,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Risilience Ltd,risilience,risilience,,http://risilience.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Riskory Consultancy Limited,riskory consultancy,riskory consultancy,,https://www.riskory.com.hk/Contact-Us,,China,Asia-Pacific Group,,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Robeco,robeco,robeco,GCAP19947,https://www.robeco.com/en-int/,,Netherlands,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Rockefeller Asset Management,rockefeller asset management,rockefeller asset management,GCAP25243,https://rcm.rockco.com/ram/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
ROCKING HORSE PICTURES LIMITED,rocking horse pictures,rocking horse pictures,,http://www.rockinghorse.tv,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rodgers Leask Limited,rodgers leask,rodgers leask,,http://www.rodgersleask.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Roehill Springs Distillery Limited,roehill springs distillery,roehill springs distillery,GCAP30603,http://www.roehillsprings.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Food and beverages,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rotaheat Ltd,rotaheat,rotaheat,,http://www.rotaheat.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other machinery manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rothschild & Co Asset Management Europe,rothschild asset management europe,rothschild asset management europe,GCAP25244,https://www.rothschildandco.com/en/asset-management/europe/,,France,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Rotterdam Lot Cleaners LLC,rotterdam lot cleaners,rotterdam lot cleaners,,https://www.rotterdamlotcleaners.com/,,United States of America,Western European and Others Group (WEOG),,,SME,Building services,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Royal International Development Agency Ltd,royal development agency,royal development agency,,http://www.ridaz.org,,Zambia,African Group,,,SME,Forestry logging and related service activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rumbella,rumbella,rumbella,,https://www.rumbella.com/,,United Arab Emirates,Asia-Pacific Group,,,SME,Restaurants,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Russell Investments,russell investments,russell investments,GCAP21134,https://russellinvestments.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
S E Metcalfe a'i Gwmni Cyf.,s e metcalfe a'i gwmni,metcalfe a'i gwmni,,http://fb%20S%20E%20Metcalfe%20a'i%20Gwmni%20Cyf.%20/%20www.semetcalfe.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Safe Edge Ltd,safe edge,safe edge,,http://www.safe-edge.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Safecarbon,safecarbon,safecarbon,,,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sage Advisory,sage advisory,sage advisory,GCAP21131,https://www.sageadvisory.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
SageTech Medical,sagetech medical,sagetech medical,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Medical equipment manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Salm-Salm & Partner GmbH,salm-salm partner,salm-salm partner,GCAP25245,https://www.salm-salm.de/en/,,Germany,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Sam Pierpoint,sam pierpoint,pierpoint,,http://Www.sampierpoint.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SAMBA Buildings,samba buildings,samba buildings,,https://www.sambabuildings.com.br/,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
São Paulo (state),são paulo state,são paulo,,,,Brazil,Latin American and Caribbean Group (GRULAC),,,State or Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,
SAPAM,sapam,sapam,,,,South Africa,African Group,,,SME,Health and social work,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sarasin & Partners LLP,sarasin partners,sarasin partners,GCAP16687,https://sarasinandpartners.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Savailt,savailt,savailt,,https://savailt.wordpress.com/,,Ireland,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Savills Investment Management,savills investment management,savills investment management,GCAP25246,https://www.savillsim.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Sawday's / Canopy & Stars,sawday's / canopy stars,sawday's canopy stars,,https://sawdays.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Hotels and similar accommodation,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Schroders,schroders,schroders,GCAP2442,https://www.schroders.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,
Schroders Greencoat (formerly Greencoat Capital LLP),schroders greencoat formerly greencoat capital,schroders greencoat formerly greencoat capital,,https://www.schrodersgreencoat.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,£12.40,,,,,,Mar-24,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Scope3,scope3,scope3,,http://scope3.com,,United States of America,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Second Snuggle,second snuggle,second snuggle,,http://www.secondsnuggle.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sedwell Ltd,sedwell,sedwell,,http://www.interbolt.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Research and development,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SeenThis,seenthis,seenthis,,http://seenthis.co,,Sweden,Western European and Others Group (WEOG),,,SME,Information technology (IT) software and computer related activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
Seladon Petroleum Associates Ltd,seladon petroleum associates,seladon petroleum associates,,http://linkedin.com/in/bashir-badawi-79767a20,,United Kingdom,Western European and Others Group (WEOG),,,SME,Extraction of crude petroleum and natural gas,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sentex Medical Ltd,sentex medical,sentex medical,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Medical equipment manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SG ELite,sg elite,sg elite,,http://www.sgelite.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Shanti Foumach Private Limited,shanti foumach,shanti foumach,,https://www.shantifoumach.com,,India,Asia-Pacific Group,,,SME,Casting of metals,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Shape History,shape history,shape history,,http://www.shapehistory.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sheen Botanical Labels,sheen botanical labels,sheen botanical labels,,http://www.sheenbotanicallabels.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Creative arts and entertainment activities,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Shift Eco FZ LLC,shift eco,shift eco,,http://www.shifteco.ae,,United Arab Emirates,Asia-Pacific Group,,,SME,Retail and wholesale,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Shygoatti,shygoatti,shygoatti,,https://www.facebook.com/profile.php?id=100092223642975&mibextid=LQQJ4,,United States of America,Western European and Others Group (WEOG),,,SME,Wearing apparel manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Siddall and Hilton,siddall and hilton,siddall hilton,,http://www.sandhp.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Metal products manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Signature signs Telford,signature signs telford,signature signs telford,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other machinery manufacturing,,,,,,,Oct-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
