ELF code,Country ELF,Country,Country Global,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
,,Global,Global,,,,,PC,Gereltuya manual check 20240730
,,Global,Global,,,,,PLC,Gereltuya manual check 20240730
,,Global,Global,,,,,Pvt Ltd,Gereltuya manual check 20240730
,,Global,Global,,,,,Ltd,Gereltuya manual check 20240730
,,Global,Global,,,,,Ltd.,Gereltuya manual check 20240730
,,Global,Global,,,,,PLLC,Gereltuya manual check 20240730
,,Global,Global,,,,,B Corp,Gereltuya manual check 20240730
,,Global,Global,,,,,Assoc,Gereltuya manual check 20240730
,,Global,Global,,,,,JSC,Gereltuya manual check 20240730
,,Global,Global,,,,,Holding,Gereltuya manual check 20240730
,,Global,Global,,,,,Subs,Gereltuya manual check 20240730
,,Global,Global,,,,,JSP,Gereltuya manual check 20240730
,,Global,Global,,,,,NGO,Gereltuya manual check 20240730
,,Global,Global,,,,,Mutual,Gereltuya manual check 20240730
,,Global,Global,,,,,Franchise,Gereltuya manual check 20240730
,,Global,Global,,,,,Foundation,Gereltuya manual check 20240730
,,Global,Global,,,,,Charitable Trust,Gereltuya manual check 20240730
,,Global,Global,,,,,CIC,Gereltuya manual check 20240730
,,Global,Global,,,,,LLF,Gereltuya manual check 20240730
,,Global,Global,,,,,Business Trust,Gereltuya manual check 20240730
,,Global,Global,,,,,REIT,Gereltuya manual check 20240730
,,Global,Global,,,,,Coop Soc,Gereltuya manual check 20240730
,,Global,Global,,,,,Microenterprise,Gereltuya manual check 20240730
,,Global,Global,,,,,NPO,Gereltuya manual check 20240730
,,Global,Global,,,,,INGO,Gereltuya manual check 20240730
,,Global,Global,,,,,"co.,ltd",Gereltuya manual check 20240730
,,Global,Global,,,,,"co.,ltd.",Gereltuya manual check 20240730
,,Global,Global,,,,,"co,ltd",Gereltuya manual check 20240730
,,Global,Global,,,,,"co,ltd.",Gereltuya manual check 20240730
,,Global,Global,,,,,co.,Gereltuya manual check 20240730
,,Global,Global,,,,,co,Gereltuya manual check 20240730
,,Global,Global,,,,,PLC.,Gereltuya manual check 20240730
,,Albania,Global,,,,,Sh.p.k.,Gereltuya automatic collection 20240716
,,Albania,Global,,,,,Sh.A.,Gereltuya automatic collection 20240716
,,Albania,Global,,,,,Sh.K.,Gereltuya automatic collection 20240716
,,Albania,Global,,,,,Shoqëri kolektive,Gereltuya automatic collection 20240716
,,Albania,Global,,,,,Degë,Gereltuya automatic collection 20240716
,,Albania,Global,,,,,Zyrë e përfaqësimit,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.R.L.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.C.S.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.C.p.A.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,Soc.Col.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.C.e I.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.E.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.G.R.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.U.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.I.C.A.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.C.I. y F.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.C.I.F.I.,Gereltuya automatic collection 20240716
,,Argentina,Global,,,,,S.A.C.I.F.I. y A.,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,ILP,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,VCLP,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,ESCVLP,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,AFOF,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,VCMP,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Inc.,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,NL,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Pty. Ltd.,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Pty.,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Trust,Gereltuya automatic collection 20240716
,,Australia,Global,,,,,Indigenous Corporation,Gereltuya automatic collection 20240716
,,Belarus,Global,,,,,ААТ,Gereltuya automatic collection 20240716
,,Belarus,Global,,,,,ЗАТ,Gereltuya automatic collection 20240716
,,Belarus,Global,,,,,Індывідуальны прадпрымальнік,Gereltuya automatic collection 20240716
,,Belarus,Global,,,,,ПУП,Gereltuya automatic collection 20240716
,,Belarus,Global,,,,,ТАА,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,d.d.,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,a.d.,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,d.n.o.,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,d.o.o.,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,k.d.,Gereltuya automatic collection 20240716
,,Bosnia and Herzegovina,Global,,,,,s.p.,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Ltda.,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade simples,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade em comandita simples,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade em nome coletivo,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade em conta de participação,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade em comum,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Cooperativa,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Firma individual,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,EIRELI,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Micro empreendedor individual,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Empresa pública,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sociedade de economia mista,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Sem finalidade lucrativa,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Organização não governamental,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Organização da sociedade civil de interesse público,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Organização social,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Serviços sociais autônomos,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Fundação privada,Gereltuya automatic collection 20240716
,,Brazil,Global,,,,,Fundação pública,Gereltuya automatic collection 20240716
,,Brunei,Global,,,,,Sole proprietorship,Gereltuya automatic collection 20240716
,,Brunei,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,Brunei,Global,,,,,Sdn. Bhd.,Gereltuya automatic collection 20240716
,,Brunei,Global,,,,,Bhd.,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,SP,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,GP,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,LP,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,SM Pte Ltd.,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,Pte Ltd.,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,Plc Ltd.,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,PEEC,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,State Company,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,State Joint Venture Company,Gereltuya automatic collection 20240716
,,Cambodia,Global,,,,,Import Export Company,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Ltée,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Inc.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Inc.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Corp.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,S.A.R.F.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,S.C.C.,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Cooperative,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Co-operative,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Coop,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Co-op,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Coopérative,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,United,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Pool,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,AULC,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,BCULC,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,NSULC,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,SP,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,GP,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,LP,Gereltuya automatic collection 20240716
,,Canada,Global,,,,,Joint Venture,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,SpA,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,SRL,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,EIRL,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,S.G.R.,Gereltuya automatic collection 20240716
,,Chile,Global,,,,,LTDA.,Gereltuya automatic collection 20240716
,,China,Global,,,,,有限责任公司,Gereltuya automatic collection 20240716
,,China,Global,,,,,股份有限公司,Gereltuya automatic collection 20240716
,,China,Global,,,,,个人独资企业,Gereltuya automatic collection 20240716
,,China,Global,,,,,合伙制企业,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,Ltda.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,S.C.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,S. en C.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,S.C.A.,Gereltuya automatic collection 20240716
,,Colombia,Global,,,,,E.U.,Gereltuya automatic collection 20240716
,,Costa Rica,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Costa Rica,Global,,,,,S.R.L.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,C. por A.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,CXA,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,SRL.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,EIRL.,Gereltuya automatic collection 20240716
,,Dominican Republic,Global,,,,,Sociedad En Comandita Simple,Gereltuya automatic collection 20240716
,,Ecuador,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Ecuador,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Ecuador,Global,,,,,Cía. Ltda.,Gereltuya automatic collection 20240716
,,Ecuador,Global,,,,,EP,Gereltuya automatic collection 20240716
,,Egypt,Global,,,,,SAE,Gereltuya automatic collection 20240716
,,Egypt,Global,,,,,LLC,Gereltuya automatic collection 20240716
,,Egypt,Global,,,,,Sharikat Tadamun,Gereltuya automatic collection 20240716
,,Egypt,Global,,,,,Sharikat Tawssiyah Bassita,Gereltuya automatic collection 20240716
,,Egypt,Global,,,,,Sharikat Tawssiyah Belashom,Gereltuya automatic collection 20240716
,,Ethiopia,Global,,,,,PLC,Gereltuya automatic collection 20240716
,,Ethiopia,Global,,,,,SC,Gereltuya automatic collection 20240716
,,Ethiopia,Global,,,,,CS,Gereltuya automatic collection 20240716
,,Ethiopia,Global,,,,,PE,Gereltuya automatic collection 20240716
,,Ethiopia,Global,,,,,PC,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Gen,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Privatstiftung,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Verein,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,e.U.,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Kapitalgesellschaften,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,AG,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,GmbH,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Sparkasse,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,Personengesellschaften,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,stG,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,GesbR,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,OG,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,KG,Gereltuya automatic collection 20240716
,,Austria,Global,,,,,GmbH & Co. KG,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,private stichting,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,stichting van openbaar nut,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,ESV,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,stille handelsvennootschap,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,tijdelijke handelsvennootschap,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,VZW,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,vereniging in deelneming,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,feitelijke vereniging,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,eenmanszaak,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,VOF,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,Comm. V.,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,Comm. VA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,BVBA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,BV,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,EBVBA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,NV,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,CVBA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,CVOA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,fondation privée,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,fondation d'utilité publique,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,GIE,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,société interne,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,société momentanée,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,ASBL,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SEP,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,société de fait,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,entreprise individuelle,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SNC,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SCS,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SCA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SPRL,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SRL,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SPRLU,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SA,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SCRL,Gereltuya automatic collection 20240716
,,Belgium,Global,,,,,SCRI,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,АД,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,АДСИЦ,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,ЕАД,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,ЕООД,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,ЕТ,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,ООД,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,КД,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,КДА,Gereltuya automatic collection 20240716
,,Bulgaria,Global,,,,,СД,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,d.d.,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,d.o.o.,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,j.d.o.o.,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,j.t.d.,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,k.d.,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,GIU,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,zadruga,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,obrt,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,ortakluk,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,slobodna djelatnost,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,domaća radinost and sporedno zanimanje,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,OPG,Gereltuya automatic collection 20240716
,,Croatia,Global,,,,,udruga,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,LTD,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,LTD.,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,PLC,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,COOP,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,SP,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,SF,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,PUBLaw,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,PF,Gereltuya automatic collection 20240716
,,Cyprus,Global,,,,,OTH,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,a.s.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,akc. spol.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,s.r.o.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,spol. s r.o.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,v.o.s.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,veř. obch. spol.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,a. spol.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,k.s.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,kom. spol.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,o.p.s.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,živnost,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,s.p.,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,příspěvková organizace,Gereltuya automatic collection 20240716
,Czech Republic,Czechia,Global,,,,,z.s.,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,Enkeltmandsvirksomhed,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,Forening,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,I/S,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,IVS,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,ApS,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,A/S,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,K/S,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,P/S,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,A.M.B.A.,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,F.M.B.A.,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,S.M.B.A.,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,Partsrederi,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,Erhvervsdrivende fond,Gereltuya automatic collection 20240716
,,Denmark,Global,,,,,G/S,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,FIE,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,UÜ,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,TÜ,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,OÜ,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,AS,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,Tulundusühistu,Gereltuya automatic collection 20240716
,,Estonia,Global,,,,,MTÜ,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,Ay,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,Ky,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,Oy,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,Oyj,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,osk,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,T:mi,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,ry,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,rp,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,rs,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,uskonnollinen yhdyskunta,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,valtion liikelaitos,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,kunnallinen liikelaitos,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,paliskunta,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,asunto-osakeyhtiö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,jy,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,keskinäinen kiinteistöosakeyhtiö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,keskinäinen vakuutusyhtiö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,laivaisännistöyhtiö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,säästöpankki,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,keskivedenkorkeuden muuttamista varten perustettu yhteisö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,ojitusyhteisö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,säännöstely-yhteisö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,tiekunta,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,uittoyhteisö,Gereltuya automatic collection 20240716
,,Finland,Global,,,,,vesioikeudellinen yhteisö,Gereltuya automatic collection 20240716
